TRIP_ID,TRAVEL_TIME
T6,723.66486
T8,723.66486
T22,723.66486
T23,723.66486
T37,723.66486
T60,723.66486
T64,723.66486
T68,723.66486
T81,723.66486
T83,723.66486
T84,723.66486
T86,723.66486
T91,723.66486
T92,723.66486
T95,723.66486
T99,723.66486
T100,723.66486
T101,723.66486
T111,723.66486
T115,723.66486
T116,723.66486
T117,723.66486
T119,723.66486
T120,723.66486
T126,723.66486
T127,723.66486
T128,723.66486
T129,723.66486
T133,723.66486
T144,723.66486
T145,723.66486
T148,723.66486
T151,723.66486
T152,723.66486
T157,723.66486
T158,723.66486
T160,723.66486
T164,723.66486
T168,723.66486
T170,723.66486
T172,723.66486
T175,723.66486
T185,723.66486
T186,723.66486
T187,723.66486
T190,723.66486
T194,723.66486
T198,723.66486
T200,723.66486
T209,723.66486
T215,723.66486
T216,723.66486
T223,723.66486
T230,723.66486
T235,723.66486
T251,723.66486
T260,723.66486
T293,723.66486
T300,723.66486
T302,723.66486
T304,723.66486
T310,723.66486
T312,723.66486
T313,723.66486
T314,723.66486
T315,723.66486
T317,723.66486
T319,723.66486
T320,723.66486
T323,723.66486
T326,723.66486
T327,723.66486
