TRIP_ID,TRAVEL_TIME
T1,751.867801354628
T2,751.867801354628
T3,751.867801354628
T4,751.867801354628
T5,751.867801354628
T6,837.5292468943297
T7,751.867801354628
T8,837.5292468943297
T9,751.867801354628
T10,751.867801354628
T11,751.867801354628
T12,903.5916676630635
T13,903.5916676630635
T14,903.5916676630635
T15,903.5916676630635
T16,903.5916676630635
T17,903.5916676630635
T18,903.5916676630635
T19,751.867801354628
T20,903.5916676630635
T21,751.867801354628
T22,837.5292468943297
T23,837.5292468943297
T24,751.867801354628
T25,751.867801354628
T26,751.867801354628
T27,751.867801354628
T28,751.867801354628
T29,751.867801354628
T30,751.867801354628
T31,751.867801354628
T32,751.867801354628
T33,903.5916676630635
T34,903.5916676630635
T35,903.5916676630635
T36,903.5916676630635
T37,837.5292468943297
T38,751.867801354628
T39,751.867801354628
T40,751.867801354628
T41,751.867801354628
T42,903.5916676630635
T43,903.5916676630635
T44,751.867801354628
T45,751.867801354628
T46,751.867801354628
T47,903.5916676630635
T48,903.5916676630635
T49,751.867801354628
T50,751.867801354628
T51,751.867801354628
T52,751.867801354628
T53,751.867801354628
T54,751.867801354628
T55,751.867801354628
T56,751.867801354628
T57,751.867801354628
T58,751.867801354628
T59,903.5916676630635
T60,837.5292468943297
T61,751.867801354628
T62,903.5916676630635
T63,903.5916676630635
T64,837.5292468943297
T65,751.867801354628
T66,751.867801354628
T67,751.867801354628
T68,837.5292468943297
T69,903.5916676630635
T70,751.867801354628
T71,883.0944684231108
T72,903.5916676630635
T73,751.867801354628
T74,903.5916676630635
T75,719.3055939891289
T76,871.0294602975645
T77,719.3055939891289
T78,871.0294602975645
T79,871.0294602975645
T80,871.0294602975645
T81,804.9670395288307
T82,719.3055939891289
T83,804.9670395288307
T84,804.9670395288307
T85,719.3055939891289
T86,804.9670395288307
T87,871.0294602975645
T88,871.0294602975645
T90,719.3055939891289
T91,804.9670395288307
T92,804.9670395288307
T93,871.0294602975645
T94,871.0294602975645
T95,804.9670395288307
T96,684.6115435976646
T98,836.3354099061003
T99,804.9670395288307
T100,804.9670395288307
T101,804.9670395288307
T102,871.0294602975645
T103,719.3055939891289
T104,719.3055939891289
T107,871.0294602975645
T109,719.3055939891289
T110,719.3055939891289
T111,804.9670395288307
T112,719.3055939891289
T113,719.3055939891289
T114,719.3055939891289
T115,804.9670395288307
T116,804.9670395288307
T117,804.9670395288307
