TRIP_ID,TRAVEL_TIME
T1,654.63306
T2,654.63306
T3,654.63306
T4,654.63306
T5,654.63306
T6,654.63306
T7,654.63306
T8,654.63306
T9,654.63306
T10,654.63306
T11,654.63306
T12,654.63306
T13,654.63306
T14,654.63306
T15,654.63306
T16,654.63306
T17,654.63306
T18,654.63306
T19,654.63306
T20,654.63306
T21,654.63306
T22,654.63306
T23,654.63306
T24,654.63306
T25,654.63306
T26,654.63306
T27,654.63306
T28,654.63306
T29,654.63306
T30,654.63306
T31,654.63306
T32,654.63306
T33,654.63306
T34,654.63306
T35,654.63306
T36,654.63306
T37,654.63306
T38,654.63306
T39,654.63306
T40,654.63306
T41,654.63306
T42,654.63306
T43,654.63306
T44,654.63306
T45,654.63306
T46,654.63306
T47,654.63306
T48,654.63306
T49,654.63306
T50,654.63306
T51,654.63306
T52,654.63306
T53,654.63306
T54,654.63306
T55,654.63306
T56,654.63306
T57,654.63306
T58,654.63306
T59,654.63306
T60,654.63306
T61,654.63306
T62,654.63306
T63,654.63306
T64,654.63306
T65,654.63306
T66,654.63306
T67,654.63306
T68,654.63306
T69,654.63306
T70,654.63306
T71,654.63306
T72,654.63306
T73,654.63306
T74,654.63306
T75,654.63306
T76,654.63306
T77,654.63306
T78,654.63306
T79,654.63306
T80,654.63306
T81,654.63306
T82,654.63306
T83,654.63306
T84,654.63306
T85,654.63306
T86,654.63306
T87,654.63306
T88,654.63306
T90,654.63306
T91,654.63306
T92,654.63306
T93,654.63306
T94,654.63306
T95,654.63306
T96,654.63306
T98,654.63306
T99,654.63306
T100,654.63306
T101,654.63306
T102,654.63306
T103,654.63306
T104,654.63306
T107,654.63306
T109,654.63306
T110,654.63306
T111,654.63306
T112,654.63306
T113,654.63306
T114,654.63306
T115,654.63306
T116,654.63306
T117,654.63306
T118,654.63306
T119,654.63306
T120,654.63306
T121,654.63306
T122,654.63306
T123,654.63306
T124,654.63306
T125,654.63306
T126,654.63306
T127,654.63306
T128,654.63306
T129,654.63306
T130,654.63306
T131,654.63306
T132,654.63306
T133,654.63306
T134,654.63306
T135,654.63306
T136,654.63306
T137,654.63306
T138,654.63306
T139,654.63306
T140,654.63306
T141,654.63306
T142,654.63306
T143,654.63306
T144,654.63306
T145,654.63306
T146,654.63306
T147,654.63306
T148,654.63306
T149,654.63306
T151,654.63306
T152,654.63306
T153,654.63306
T154,654.63306
T155,654.63306
T156,654.63306
T157,654.63306
T158,654.63306
T159,654.63306
T160,654.63306
T161,654.63306
T162,654.63306
T163,654.63306
T164,654.63306
T166,654.63306
T167,654.63306
T168,654.63306
T169,654.63306
T170,654.63306
T171,654.63306
T172,654.63306
T173,654.63306
T174,654.63306
T175,654.63306
T176,654.63306
T177,654.63306
T178,654.63306
T179,654.63306
T180,654.63306
T181,654.63306
T182,654.63306
T183,654.63306
T184,654.63306
T185,654.63306
T186,654.63306
T187,654.63306
T188,654.63306
T189,654.63306
T190,654.63306
T191,654.63306
T192,654.63306
T193,654.63306
T194,654.63306
T195,654.63306
T196,654.63306
T197,654.63306
T198,654.63306
T199,654.63306
T200,654.63306
T201,654.63306
T202,654.63306
T203,654.63306
T204,654.63306
T205,654.63306
T206,654.63306
T207,654.63306
T208,654.63306
T209,654.63306
T210,654.63306
T211,654.63306
T212,654.63306
T213,654.63306
T214,654.63306
T215,654.63306
T216,654.63306
T217,654.63306
T218,654.63306
T219,654.63306
T220,654.63306
T221,654.63306
T222,654.63306
T223,654.63306
T224,654.63306
T225,654.63306
T226,654.63306
T227,654.63306
T228,654.63306
T229,654.63306
T230,654.63306
T231,654.63306
T232,654.63306
T233,654.63306
T234,654.63306
T235,654.63306
T236,654.63306
T237,654.63306
T238,654.63306
T239,654.63306
T240,654.63306
T241,654.63306
T242,654.63306
T243,654.63306
T244,654.63306
T245,654.63306
T246,654.63306
T247,654.63306
T248,654.63306
T249,654.63306
T250,654.63306
T251,654.63306
T252,654.63306
T253,654.63306
T254,654.63306
T255,654.63306
T256,654.63306
T257,654.63306
T258,654.63306
T259,654.63306
T260,654.63306
T261,654.63306
T262,654.63306
T263,654.63306
T264,654.63306
T265,654.63306
T266,654.63306
T267,654.63306
T268,654.63306
T269,654.63306
T270,654.63306
T271,654.63306
T272,654.63306
T273,654.63306
T274,654.63306
T275,654.63306
T276,654.63306
T277,654.63306
T278,654.63306
T279,654.63306
T280,654.63306
T281,654.63306
T282,654.63306
T283,654.63306
T284,654.63306
T285,654.63306
T286,654.63306
T287,654.63306
T288,654.63306
T289,654.63306
T290,654.63306
T291,654.63306
T292,654.63306
T293,654.63306
T294,654.63306
T295,654.63306
T296,654.63306
T297,654.63306
T298,654.63306
T299,654.63306
T300,654.63306
T301,654.63306
T302,654.63306
T303,654.63306
T304,654.63306
T305,654.63306
T306,654.63306
T307,654.63306
T308,654.63306
T309,654.63306
T310,654.63306
T311,654.63306
T312,654.63306
T313,654.63306
T314,654.63306
T315,654.63306
T316,654.63306
T317,654.63306
T318,654.63306
T319,654.63306
T320,654.63306
T321,654.63306
T322,654.63306
T323,654.63306
T324,654.63306
T325,654.63306
T326,654.63306
T327,654.63306
