TRIP_ID,TRAVEL_TIME
T1,830.8781798213066
T2,737.901728844404
T3,830.8781798213066
T4,737.901728844404
T5,830.8781798213066
T6,832.7389998104044
T7,830.8781798213066
T8,832.7389998104044
T9,830.8781798213066
T10,830.8781798213066
T11,732.5224439511112
T12,832.7389998104044
T13,773.7950731042264
T14,832.7389998104044
T15,832.7389998104044
T16,832.7389998104044
T17,832.7389998104044
T18,832.7389998104044
T19,830.8781798213066
T20,832.7389998104044
T21,830.8781798213066
T22,832.7389998104044
T23,832.7389998104044
T24,830.8781798213066
T25,732.5224439511112
T26,732.5224439511112
T27,830.8781798213066
T28,830.8781798213066
T29,732.5224439511112
T30,830.8781798213066
T31,830.8781798213066
T32,737.901728844404
T33,832.7389998104044
T34,832.7389998104044
T35,832.7389998104044
T36,832.7389998104044
T37,832.7389998104044
T38,732.5224439511112
T39,830.8781798213066
T40,737.901728844404
T41,732.5224439511112
T42,832.7389998104044
T43,832.7389998104044
T44,830.8781798213066
T45,732.5224439511112
T46,732.5224439511112
T47,832.7389998104044
T48,832.7389998104044
T49,732.5224439511112
T50,732.5224439511112
T51,732.5224439511112
T52,732.5224439511112
T53,732.5224439511112
T54,830.8781798213066
T55,830.8781798213066
T56,732.5224439511112
T57,830.8781798213066
T58,732.5224439511112
T59,832.7389998104044
T60,773.7950731042264
T61,830.8781798213066
T62,832.7389998104044
T63,832.7389998104044
T64,832.7389998104044
T65,830.8781798213066
T66,830.8781798213066
T67,830.8781798213066
T68,832.7389998104044
T69,832.7389998104044
T70,732.5224439511112
T71,773.7950731042264
T72,773.7950731042264
T73,830.8781798213066
T74,832.7389998104044
T75,636.1734027141295
T76,755.5625567665759
T77,762.4306115671111
T78,755.5625567665759
T79,755.5625567665759
T80,755.5625567665759
T81,755.5625567665759
T82,636.1734027141295
T83,755.5625567665759
T84,755.5625567665759
T85,636.1734027141295
T86,755.5625567665759
T87,755.5625567665759
T88,755.5625567665759
T90,636.1734027141295
T91,755.5625567665759
T92,755.5625567665759
T93,755.5625567665759
T94,755.5625567665759
T95,640.0365373805508
T96,636.1734027141295
T98,755.5625567665759
T99,773.7950731042264
T100,755.5625567665759
T101,755.5625567665759
T102,755.5625567665759
T103,636.1734027141295
T104,763.0168467313679
T107,755.5625567665759
T109,577.62982689747
T110,577.62982689747
T111,755.5625567665759
T112,762.4306115671111
T113,636.1734027141295
T114,763.0168467313679
T115,773.7950731042264
T116,755.5625567665759
T117,755.5625567665759
T118,636.1734027141295
T119,755.5625567665759
T120,755.5625567665759
T121,773.7950731042264
T122,636.1734027141295
T123,636.1734027141295
T124,755.5625567665759
T125,636.1734027141295
T126,755.5625567665759
T127,755.5625567665759
T128,755.5625567665759
T129,773.7950731042264
T130,577.62982689747
T131,667.3461457676958
T132,755.5625567665759
T133,755.5625567665759
T134,755.5625567665759
T135,577.62982689747
T136,577.62982689747
T137,636.1734027141295
T138,755.5625567665759
T139,755.5625567665759
